Market_Region,Date,ReExports,Domestic_Exports,Imports
Cambodia,2010-03-01,212.9,48.1,23.9
Cambodia,2010-02-01,198.7,50.2,17.9
Cambodia,2010-01-01,395.6,44.3,26.3
Cambodia,2009-12-01,275.6,21,43.3
Cambodia,2009-11-01,179,39.6,38
Cambodia,2009-10-01,161.6,51.3,38.8
Cambodia,2009-09-01,36.8,55.1,38.3
Cambodia,2009-08-01,96.8,36.2,17.4
Cambodia,2009-07-01,103.3,46.4,28.6
Cambodia,2009-06-01,42.5,49.9,50.2
Cambodia,2009-05-01,31.2,19.8,87.3
Cambodia,2009-04-01,106.2,45.8,36.9
Cambodia,2009-03-01,54.1,35.9,116.1
Cambodia,2009-02-01,35.3,28.1,98.6
Cambodia,2009-01-01,20.6,44.3,20.7
Cambodia,2008-12-01,30.5,31.2,18
Cambodia,2008-11-01,53.3,26.4,20
Cambodia,2008-10-01,82,23.4,15.2
Cambodia,2008-09-01,74.7,30.9,13.9
Cambodia,2008-08-01,66.8,33.5,16.2
Cambodia,2008-07-01,30.6,21.2,29.5
Cambodia,2008-06-01,41.9,29,19.7
Cambodia,2008-05-01,32.3,30.6,6.6
Cambodia,2008-04-01,32.2,32.2,4.8
Cambodia,2008-03-01,35.9,24.7,9.5
Cambodia,2008-02-01,23.7,22.6,3.5
Cambodia,2008-01-01,44.1,25.1,7.5
Cambodia,2007-12-01,29.4,20.3,3.1
Cambodia,2007-11-01,53.2,18.3,5.5
Cambodia,2007-10-01,21.1,19.3,13.9
Cambodia,2007-09-01,20.7,23.6,14.4
Cambodia,2007-08-01,26.5,32.2,6.5
Cambodia,2007-07-01,26.4,29.7,11.4
Cambodia,2007-06-01,27.6,19.7,12.8
Cambodia,2007-05-01,55.6,33,9.1
Cambodia,2007-04-01,28.9,21.2,7
Cambodia,2007-03-01,24.6,22.8,6.1
Cambodia,2007-02-01,28.5,21,26.8
Cambodia,2007-01-01,33.8,24.4,11.7
Cambodia,2006-12-01,25.7,25.6,7.6
Cambodia,2006-11-01,30.7,26.1,6.2
Cambodia,2006-10-01,27.6,27.3,9.3
Cambodia,2006-09-01,86.1,25.2,6
Cambodia,2006-08-01,27.1,33,8.1
Cambodia,2006-07-01,17.3,25.6,13.4
Cambodia,2006-06-01,26.2,39.7,13.9
Cambodia,2006-05-01,25.6,35.1,13.1
Cambodia,2006-04-01,18.5,47,10
Cambodia,2006-03-01,22.3,28.3,8.4
Cambodia,2006-02-01,19,30.9,33.2
Cambodia,2006-01-01,20.7,39.2,49.1
Cambodia,2005-12-01,23.9,19.7,27.4
Cambodia,2005-11-01,18.8,17.5,31.5
Cambodia,2005-10-01,19.8,22.1,27.9
Cambodia,2005-09-01,20.5,18.1,12
Cambodia,2005-08-01,21.6,25.7,13.1
Cambodia,2005-07-01,34.6,19.5,6.1
Cambodia,2005-06-01,17.3,16.8,12.3
Cambodia,2005-05-01,20.2,26.3,9
Cambodia,2005-04-01,19.3,18.3,7
Cambodia,2005-03-01,29.9,18.9,6
Cambodia,2005-02-01,14.7,16.1,6.2
Cambodia,2005-01-01,23.9,21.3,8.9
Cambodia,2004-12-01,23,28.5,8.3
Cambodia,2004-11-01,31.2,8,5.3
Cambodia,2004-10-01,25.3,13.3,5.6
Cambodia,2004-09-01,25.2,21,6.9
Cambodia,2004-08-01,20.3,30.8,8.7
Cambodia,2004-07-01,15.8,38.6,6.8
Cambodia,2004-06-01,30.7,21.8,9
Cambodia,2004-05-01,20,22.2,7.3
Cambodia,2004-04-01,18.5,25.2,3.7
Cambodia,2004-03-01,26,28.6,5.9
Cambodia,2004-02-01,18.7,38.6,7.2
Cambodia,2004-01-01,23,35,7.1
Cambodia,2003-12-01,24,16.7,16.7
Cambodia,2003-11-01,18.9,24.9,6.2
Cambodia,2003-10-01,17,40.1,10
Cambodia,2003-09-01,17.5,23.4,19.4
Cambodia,2003-08-01,20.8,38.6,8.2
Cambodia,2003-07-01,13.8,27,10.5
Cambodia,2003-06-01,25,18.2,14.3
Cambodia,2003-05-01,22.5,17.9,16.7
Cambodia,2003-04-01,27.3,23.6,4.6
Cambodia,2003-03-01,21.3,22.2,7.5
Cambodia,2003-02-01,13.3,17.8,9.7
Cambodia,2003-01-01,23.4,20.6,12.9
China,2025-01-01,3808.9,2257.3,6801.2
China,2024-12-01,5812.2,2871.4,7168
China,2024-11-01,5292.4,2633.5,6841.2
China,2024-10-01,5097.4,2845,6070.1
China,2024-09-01,5439.6,2789.3,5716.2
China,2024-08-01,4758.9,2948.8,6249.9
China,2024-07-01,4744.7,2932.5,6713.5
China,2024-06-01,4391.4,2891.9,6111
China,2024-05-01,4460.1,2499,6416.5
China,2024-04-01,4932.3,3275.4,6909.9
China,2024-03-01,5094.4,3511,6149.3
China,2024-02-01,3944.8,2483.1,4971.1
China,2024-01-01,5096.1,3697.5,6422.9
China,2023-12-01,4989.3,3041.3,5898.3
China,2023-11-01,4721.9,2647.2,7283.3
China,2023-10-01,5483.1,3448.5,8248.7
China,2023-09-01,5381.7,2637.4,7039.8
China,2023-08-01,5009,2407.2,6519.9
China,2023-07-01,4730.1,2374.9,6504.9
China,2023-06-01,4599.5,3256.6,5975.8
China,2023-05-01,3866.6,3030.7,6163.3
China,2023-04-01,3439.3,2436.2,5716.5
China,2023-03-01,4384.7,3100,6607
China,2023-02-01,4640.1,2438.2,5633.5
China,2023-01-01,4042.7,1976,7362.2
China,2022-12-01,3729.2,2645,7642.6
China,2022-11-01,4458.1,2314.9,8285.8
China,2022-10-01,5314.9,2495.6,7377.5
China,2022-09-01,4656.6,2477,7390.9
China,2022-08-01,4731.3,2816.7,8196.6
China,2022-07-01,4745.1,3047,8510.2
China,2022-06-01,4428.3,3088,7976.2
China,2022-05-01,3921.8,2836.1,7478.1
China,2022-04-01,4580,2901.2,6153.9
China,2022-03-01,5359.7,3552.6,6635.5
China,2022-02-01,4245.6,2683.4,4799.3
China,2022-01-01,4042.4,3121.1,6387.2
China,2021-12-01,5551.1,3664.7,7876
China,2021-11-01,5054.9,3226.4,6670.9
China,2021-10-01,5042,3419.6,6026.1
China,2021-09-01,5300.2,3484.9,6016.6
China,2021-08-01,4578.8,3556.1,5467.8
China,2021-07-01,4119.8,3872.1,5526.6
China,2021-06-01,3879.4,3421.1,6198.5
China,2021-05-01,3706.6,3013.5,5799.3
China,2021-04-01,4208.8,3630,6329.5
China,2021-03-01,3694.1,3576.1,6291.7
China,2021-02-01,2829.3,2426.3,4989.7
China,2021-01-01,2948.7,2734,6121
China,2020-12-01,4244.7,2846.1,6202.3
China,2020-11-01,4521.2,2331.7,6280.7
China,2020-10-01,4435.9,2556.8,5142.6
China,2020-09-01,3973.6,2587.9,5479.6
China,2020-08-01,3734.3,4235.9,5574.1
China,2020-07-01,3017.5,2378.3,5539.2
China,2020-06-01,2889.1,2714.1,5288.2
China,2020-05-01,2717.9,2362.5,4843.7
China,2020-04-01,2734.7,2303.5,5583.2
China,2020-03-01,2993.2,2262,5979.9
China,2020-02-01,1878.3,2032.3,3978.9
China,2020-01-01,2559.8,2531.5,5469.8
China,2019-12-01,3291.8,3710.6,5992.6
China,2019-11-01,3324.4,3009.4,6389.4
China,2019-10-01,3098.2,2580.7,6125.5
China,2019-09-01,2914.2,2618.9,5610.9
China,2019-08-01,3729.6,3393.3,5045
China,2019-07-01,3190.1,2570.4,5612.2
China,2019-06-01,2829.1,2453.2,5061.6
China,2019-05-01,2980.2,2588.7,5635
China,2019-04-01,2508.7,3415,5580
China,2019-03-01,2630.2,2677.9,5584.7
China,2019-02-01,2846.9,3022.6,4037
China,2019-01-01,2736.1,2301.7,6216.6
China,2018-12-01,2472.8,3282.3,5709
China,2018-11-01,2944.7,3185.9,5832.5
China,2018-10-01,3317.4,2839.7,5974.4
China,2018-09-01,2707.3,2303.6,5370.5
China,2018-08-01,3075.5,2775.6,5730
China,2018-07-01,3071.8,2736,5842.3
China,2018-06-01,2543.1,2962,5560.8
China,2018-05-01,2880.5,3309.4,5899.3
China,2018-04-01,2544,3317.2,5552
China,2018-03-01,2464.1,2944.6,5140.1
China,2018-02-01,2213.2,2433.1,4746.6
China,2018-01-01,2551.6,3136.9,5650.7
China,2017-12-01,3061,3212.4,6198.4
China,2017-11-01,2920.9,3737.6,6067.8
China,2017-10-01,2978.1,3726.6,4988.5
China,2017-09-01,2878,2910,5041.5
China,2017-08-01,3265.1,3276.1,5001.8
China,2017-07-01,3377.3,2931.7,5054.8
China,2017-06-01,2987.3,3373.7,4986.2
China,2017-05-01,2938,3599.4,5481.2
China,2017-04-01,2767.7,3224.6,4724.4
China,2017-03-01,2775,3554.9,5654.5
China,2017-02-01,2318.5,3309.4,3868.5
China,2017-01-01,2527.7,2909,5487.3
China,2016-12-01,2697.5,3174.6,5846.4
China,2016-11-01,2981.1,2980.2,5189.2
China,2016-10-01,2979.5,2397.4,4892.6
China,2016-09-01,2718.9,2503.5,4592.2
China,2016-08-01,2951,2226.3,4415.7
China,2016-07-01,2700.8,2439.4,4482.8
China,2016-06-01,2615.5,2249.4,4539.3
China,2016-05-01,2476.1,2338.1,4605.8
China,2016-04-01,2662.2,2457.4,4430.9
China,2016-03-01,2544.9,2104.2,4702.2
China,2016-02-01,2102.1,1889.2,3541.8
China,2016-01-01,3090.1,1973.1,4706.9
China,2015-12-01,3164.5,2430.7,5167.1
China,2015-11-01,3337.7,2347.1,4973.2
China,2015-10-01,4320.7,2751.6,5362.7
China,2015-09-01,3419.7,2444.1,5005.2
China,2015-08-01,2683.8,2386.5,4829.8
China,2015-07-01,2963.4,3018,4995.6
China,2015-06-01,2898,3183.3,4685.6
China,2015-05-01,3263.1,2632.9,4554.1
China,2015-04-01,3628.7,2525.1,4986.7
China,2015-03-01,3449.9,2723.7,4320.3
China,2015-02-01,2532.3,2211.3,4084.1
China,2015-01-01,3762.7,2575.5,4951
China,2014-12-01,3252.3,2852.9,5217.9
China,2014-11-01,3235.8,2675.5,4804.3
China,2014-10-01,3645,2686.3,5012.5
China,2014-09-01,3660.2,2661.3,4968.7
China,2014-08-01,2865.9,2653.9,4140.2
China,2014-07-01,2895.2,2611.5,4358.3
China,2014-06-01,2699.4,2432.9,4797.5
China,2014-05-01,2530.1,2889.1,4551.5
China,2014-04-01,2766.5,2808.6,4851.3
China,2014-03-01,3318,2969.5,4901.1
China,2014-02-01,2696,2717.1,3884.6
China,2014-01-01,3017.6,2721.3,4796.6
China,2013-12-01,3335.6,3141.5,4951.2
China,2013-11-01,3000.4,2601,4814.5
China,2013-10-01,3389,2703.9,4672.4
China,2013-09-01,2829.8,2510.4,4676.7
China,2013-08-01,2816.2,2692.2,4704.9
China,2013-07-01,2864.2,2601.6,4955.4
China,2013-06-01,2156.6,2381.2,4398
China,2013-05-01,2472.7,2521.7,4512.7
China,2013-04-01,2425.9,2677.3,4674.1
China,2013-03-01,1982.4,2314.8,4300.1
China,2013-02-01,1491,2189.8,3692.5
China,2013-01-01,2309.6,2238.4,4665
China,2012-12-01,2378.4,2513.8,4420.2
China,2012-11-01,2602.2,2617.5,4461.6
China,2012-10-01,2463.9,2784.3,4022.8
China,2012-09-01,2240,2199.5,3948.2
China,2012-08-01,1982.2,2456.1,4067.3
China,2012-07-01,2064.6,2547.7,4177
China,2012-06-01,2102.6,2502.3,4320.2
China,2012-05-01,2054.7,2760,4152.7
China,2012-04-01,2001.6,2309.7,3959.5
China,2012-03-01,2010.7,2385.9,4559.6
China,2012-02-01,1999.9,2312.5,3574.1
China,2012-01-01,2000.1,2011.5,3940.8
China,2011-12-01,2434,2442.3,4223.9
China,2011-11-01,2323.6,2435.8,4217.3
China,2011-10-01,2264,2480.7,3748.3
China,2011-09-01,2270.6,2375.6,3835.3
China,2011-08-01,2111.5,2597.2,4035.1
China,2011-07-01,1966.4,2193.9,4045.2
China,2011-06-01,2040,2481.5,4024.5
China,2011-05-01,1952.3,2441.6,4116.6
China,2011-04-01,1814.9,2298.4,4096.4
China,2011-03-01,2045.6,2445.3,4598.7
China,2011-02-01,1753.2,1761.2,3102.1
China,2011-01-01,2226.7,2508,4040.4
China,2010-12-01,2293,2501.5,3895.5
China,2010-11-01,2330.5,2063.2,3914.4
China,2010-10-01,2190.7,1977.4,3401.5
China,2010-09-01,2184.2,1953.7,3727.1
China,2010-08-01,2031.6,1926.5,3997.2
China,2010-07-01,2177,1910.5,4269.3
China,2010-06-01,2237.5,2024.3,4045.9
China,2010-05-01,2087.6,2299,4031.2
China,2010-04-01,1860.4,1949.5,4102.9
China,2010-03-01,2292.2,2003.1,3769.7
China,2010-02-01,1591.8,1575.3,2842
China,2010-01-01,2172.7,1848.8,3856.2
China,2009-12-01,1862.3,2194.5,3681.1
China,2009-11-01,1974.4,1622.2,3545.4
China,2009-10-01,2012.2,1368.9,3382.1
China,2009-09-01,2000.8,1528.7,3573.1
China,2009-08-01,1649.8,1355.6,3169
China,2009-07-01,1761.1,1560.2,3408.2
China,2009-06-01,1597.4,1376.2,3165.1
China,2009-05-01,1596.7,1395.9,2853.9
China,2009-04-01,1708.4,1522.7,2746.9
China,2009-03-01,1669.8,1730,3041.8
China,2009-02-01,1290.6,1416,2357.7
China,2009-01-01,981.7,962.3,2700.5
China,2008-12-01,1537.5,1494.4,3335.9
China,2008-11-01,1507.4,1209.1,3471.2
China,2008-10-01,1814.6,1583.9,4241.2
China,2008-09-01,2152,1884.3,4714
China,2008-08-01,2099,1827.2,4491.6
China,2008-07-01,2343.9,2019.6,4457.5
China,2008-06-01,2280.4,1653.4,4027.3
China,2008-05-01,2260.4,1590,3669.1
China,2008-04-01,2107.1,1860.2,3781.5
China,2008-03-01,1856.2,1612,3855.2
China,2008-02-01,1721.4,1398.6,3526.9
China,2008-01-01,2104.3,1907.4,4083.1
China,2007-12-01,1756.6,1751.1,4023.8
China,2007-11-01,2005,1749.5,4575.4
China,2007-10-01,2206.6,1636.9,3939.3
China,2007-09-01,2111.4,1598.3,3825.8
China,2007-08-01,2187.4,1646.3,4203.1
China,2007-07-01,1943.9,1622,4212.3
China,2007-06-01,1829.5,1856.8,4272.7
China,2007-05-01,1750.5,1666.1,3905.1
China,2007-04-01,1976.8,1554.5,3754.7
China,2007-03-01,1956.4,1662.2,3827.9
China,2007-02-01,1583.6,1276.2,3611.3
China,2007-01-01,2375.1,1850.6,3952.5
China,2006-12-01,2235,1696.5,4664.1
China,2006-11-01,1993,1640,3870.6
China,2006-10-01,2101.1,1633.7,3452.5
China,2006-09-01,2214.1,1762,3860.1
China,2006-08-01,1992.9,1575.7,3985.9
China,2006-07-01,1621.1,1510.9,3517.9
China,2006-06-01,1914.1,1769.6,3558.1
China,2006-05-01,1833.8,1666.4,3432.1
China,2006-04-01,1683.2,1544.2,3461.6
China,2006-03-01,1753.5,1877.8,3600.5
China,2006-02-01,1570,1551.6,2848.3
China,2006-01-01,1474.9,1452.7,3168.3
China,2005-12-01,1665,1782.5,3719.3
China,2005-11-01,1547.2,1558.5,3097.6
China,2005-10-01,1567.8,1697.6,3049.4
China,2005-09-01,1454.1,1485.5,3086.9
China,2005-08-01,1498,1582.7,3434.8
China,2005-07-01,1333,1439.7,2828.9
China,2005-06-01,1097.2,1380.7,2773.8
China,2005-05-01,1144.5,1460.1,2447.5
China,2005-04-01,1085.6,1414.7,2733.7
China,2005-03-01,1137.5,1396.8,2746.8
China,2005-02-01,783.9,1054.5,1922.2
China,2005-01-01,996.2,1346,2384.5
China,2004-12-01,1128.7,1494.9,2740.7
China,2004-11-01,1100.6,1333.7,2671.6
China,2004-10-01,1167,1281.8,2428.1
China,2004-09-01,1277,1280.3,2711.6
China,2004-08-01,997.5,1128.4,2471.9
China,2004-07-01,967.4,1154.4,2357.4
China,2004-06-01,990.8,1130.6,2488.1
China,2004-05-01,869.5,1186.9,2229.9
China,2004-04-01,900,1173,1998.7
China,2004-03-01,858,1068.7,1945.8
China,2004-02-01,824.5,1044.7,1575.3
China,2004-01-01,700.3,913.3,1737.6
China,2003-12-01,850.1,1146.1,1982.9
China,2003-11-01,809.7,932.2,1723.4
China,2003-10-01,838.9,902.1,1897.3
China,2003-09-01,732.9,928.9,1830.3
China,2003-08-01,646.4,865.7,1695.7
China,2003-07-01,649.9,780.2,1657.8
China,2003-06-01,524.4,764.9,1536.9
China,2003-05-01,566.7,727.8,1403.8
China,2003-04-01,587.7,791.2,1493.2
China,2003-03-01,480.7,820.1,1448.8
China,2003-02-01,408.6,624.1,1067.1
China,2003-01-01,526.1,732.8,1539.1
Christmas Island,2025-01-01,0,0,0
Christmas Island,2024-12-01,0,0,0
Christmas Island,2024-11-01,0,0,0
Christmas Island,2024-10-01,0,0,0
Christmas Island,2024-09-01,0,0,0.1
Christmas Island,2024-08-01,1.1,0,0
Christmas Island,2024-07-01,0,0,0
Christmas Island,2024-06-01,0.1,0,0.1
Christmas Island,2024-05-01,0,0,0.1
Christmas Island,2024-04-01,0.3,0,0.1
Christmas Island,2024-03-01,0,0,0
Christmas Island,2024-02-01,1.3,0,0
Christmas Island,2024-01-01,0,0,0
Christmas Island,2023-12-01,0,0,0
Christmas Island,2023-11-01,0,0,0
Christmas Island,2023-10-01,0,0,0
Christmas Island,2023-09-01,0,0,0
Christmas Island,2023-08-01,0,0,0
Christmas Island,2023-07-01,0,0,0
Christmas Island,2023-06-01,0,0,0
Christmas Island,2023-05-01,0.1,0,0
Christmas Island,2023-04-01,0,0,0
Christmas Island,2023-03-01,0.1,0,0
Christmas Island,2023-02-01,0,0,0
Christmas Island,2023-01-01,0,0,0.1
Christmas Island,2022-12-01,0,0,0.3
Christmas Island,2022-11-01,0,0,2.1
Christmas Island,2022-10-01,0,0,0
Christmas Island,2022-09-01,0,0,0
Christmas Island,2022-08-01,0,0,0.1
Christmas Island,2022-07-01,0.1,0,0
Christmas Island,2022-06-01,0,0,0
Christmas Island,2022-05-01,0,0,0
Christmas Island,2022-04-01,0,0.1,0
Christmas Island,2022-03-01,0,0,0
Christmas Island,2022-02-01,0,0,0
Christmas Island,2022-01-01,0,0,0
Christmas Island,2021-12-01,0,0,0
Christmas Island,2021-11-01,0,0,0.1
Christmas Island,2021-10-01,0,0,0
Christmas Island,2021-09-01,0,0,0
Christmas Island,2021-08-01,0,0,0
Christmas Island,2021-07-01,0.1,0,0
Christmas Island,2021-06-01,0,0,0
Christmas Island,2021-05-01,0,0,0
Christmas Island,2021-04-01,0,0,0
Christmas Island,2021-03-01,0,0,0
Christmas Island,2021-02-01,0,0,0
Christmas Island,2021-01-01,0.1,0,0
Christmas Island,2020-12-01,0,0,0
Christmas Island,2020-11-01,0,0,0
Christmas Island,2020-10-01,0,0.1,0
Christmas Island,2020-09-01,0,0,0
Christmas Island,2020-08-01,0,0,0
Christmas Island,2020-07-01,0,0,0
Christmas Island,2020-06-01,0,0,0
Christmas Island,2020-05-01,0,0,0
Christmas Island,2020-04-01,0,0,0.1
Christmas Island,2020-03-01,0,0,0
Christmas Island,2020-02-01,0.4,0,0
Christmas Island,2020-01-01,0,0,0
Christmas Island,2019-12-01,0,0,0
Christmas Island,2019-11-01,0,0,0
Christmas Island,2019-10-01,0,0,0.1
Christmas Island,2019-09-01,0,0,0
Christmas Island,2019-08-01,0,0,0
Christmas Island,2019-07-01,0,0,0
Christmas Island,2019-06-01,0,0,0.1
Christmas Island,2019-05-01,0,0,0.1
Christmas Island,2019-04-01,0,0,0
Christmas Island,2019-03-01,0,0,0
Christmas Island,2019-02-01,0,0,0
Christmas Island,2019-01-01,0,0,0
Christmas Island,2018-12-01,0.2,0,0
Christmas Island,2018-11-01,0.1,0,0
Christmas Island,2018-10-01,0.2,0,0
Christmas Island,2018-09-01,0,0,0
Christmas Island,2018-08-01,0,0,0
Christmas Island,2018-07-01,0,0,0
Christmas Island,2018-06-01,0,0,0
Christmas Island,2018-05-01,0,0,0
Christmas Island,2018-04-01,0,0,0.1
Christmas Island,2018-03-01,0,0,0
Christmas Island,2018-02-01,0,0,0.2
Christmas Island,2018-01-01,0,0,0.1
Christmas Island,2017-12-01,0,0.1,0
Christmas Island,2017-11-01,0.1,0,0.1
Christmas Island,2017-10-01,0,0,0
Christmas Island,2017-09-01,0,0,0
Christmas Island,2017-08-01,0.3,0,0
Christmas Island,2017-07-01,0.1,0,0
Christmas Island,2017-06-01,0,0,0
Christmas Island,2017-05-01,0,0.1,0
Christmas Island,2017-04-01,0,0,0
Christmas Island,2017-03-01,0,0,0
Christmas Island,2017-02-01,0,0,0
Christmas Island,2017-01-01,0,0,0
Christmas Island,2016-12-01,0,0,0
Christmas Island,2016-11-01,0,0,0
Christmas Island,2016-10-01,0,0,0
Christmas Island,2016-09-01,0,0,0
Christmas Island,2016-08-01,0,0,0
Christmas Island,2016-07-01,0.1,0.1,0
Christmas Island,2016-06-01,0.6,0,0
Christmas Island,2016-05-01,0,0,0
Christmas Island,2016-04-01,0,0,0.1
Christmas Island,2016-03-01,0,0,0
Christmas Island,2016-02-01,0,0,0.1
Christmas Island,2016-01-01,0.1,0,0.1
Christmas Island,2015-12-01,0,0,0
Christmas Island,2015-11-01,0,2.3,0
Christmas Island,2015-10-01,0,0,0
Christmas Island,2015-09-01,0,0,0
Christmas Island,2015-08-01,0,0,0
Christmas Island,2015-07-01,0,0,0.1
Christmas Island,2015-06-01,0.2,0,0
Christmas Island,2015-05-01,0.2,0,0
Christmas Island,2015-04-01,0.2,0,0
Christmas Island,2015-03-01,0,0,0
Christmas Island,2015-02-01,0,0,0
Christmas Island,2015-01-01,0,0,0
Christmas Island,2014-12-01,0.1,0.1,0
Christmas Island,2014-11-01,0,0,0
Christmas Island,2014-10-01,0.2,0,0
Christmas Island,2014-09-01,0.4,0,0
Christmas Island,2014-08-01,0.5,0,0
Christmas Island,2014-07-01,0.6,0.1,0
Christmas Island,2014-06-01,0.1,0.1,0
Christmas Island,2014-05-01,0.1,0,0
Christmas Island,2014-04-01,0,0.1,0
Christmas Island,2014-03-01,0.3,0.1,0
Christmas Island,2014-02-01,0.1,0,0
Christmas Island,2014-01-01,0,0,0
Christmas Island,2013-12-01,0.1,0.1,0
Christmas Island,2013-11-01,0,0.6,0
Christmas Island,2013-10-01,1.8,0,0
Christmas Island,2013-09-01,0,0,0
Christmas Island,2013-08-01,0.2,0,0
Christmas Island,2013-07-01,0.2,0.1,0
Christmas Island,2013-06-01,0.1,0,0
Christmas Island,2013-05-01,0,0,0
Christmas Island,2013-04-01,0.2,0,0
Christmas Island,2013-03-01,0,0,0
Christmas Island,2013-02-01,0.1,0,0.1
Christmas Island,2013-01-01,0.1,0,0
Christmas Island,2012-12-01,0.2,0,0.1
Christmas Island,2012-11-01,1.2,0,0
Christmas Island,2012-10-01,0.3,0,0.1
Christmas Island,2012-09-01,0.1,0,0
Christmas Island,2012-08-01,3.5,0,0
Christmas Island,2012-07-01,1.2,0,0
Christmas Island,2012-06-01,0.4,0.1,0.2
Christmas Island,2012-05-01,0.3,0.6,0
Christmas Island,2012-04-01,0,0,0
Christmas Island,2012-03-01,0,0,0
Christmas Island,2012-02-01,0,0,0
Christmas Island,2012-01-01,0,0,0
Christmas Island,2011-12-01,0.3,0,0
Christmas Island,2011-11-01,0.1,0,0
Christmas Island,2011-10-01,0.1,0.1,0
Christmas Island,2011-09-01,0,0,0
Christmas Island,2011-08-01,0.2,0.1,0
Christmas Island,2011-07-01,0,0,0
Christmas Island,2011-06-01,0.2,0.1,0
Christmas Island,2011-05-01,0.2,0,0
Christmas Island,2011-04-01,0.3,0,0
Christmas Island,2011-03-01,0.2,0,0
Christmas Island,2011-02-01,0.1,0,0
Christmas Island,2011-01-01,0.1,0,0
Christmas Island,2010-12-01,0.1,0,0
Christmas Island,2010-11-01,0.3,0,0
Christmas Island,2010-10-01,0.3,0,0
Christmas Island,2010-09-01,0.1,0,0
Christmas Island,2010-08-01,0.1,0,0
Christmas Island,2010-07-01,0.1,0,0
Christmas Island,2010-06-01,0,0,0
Christmas Island,2010-05-01,0.2,0.1,0
Christmas Island,2010-04-01,0.2,0,0
Christmas Island,2010-03-01,0.1,0,0
Christmas Island,2010-02-01,0.3,0,0
Christmas Island,2010-01-01,0.1,0,0
Christmas Island,2009-12-01,0.1,0,0.8
Christmas Island,2009-11-01,0.7,0,0
Christmas Island,2009-10-01,0.1,0,0
Christmas Island,2009-09-01,0.1,0,0
Christmas Island,2009-08-01,1.3,0,0
Christmas Island,2009-07-01,0,0,0
Christmas Island,2009-06-01,0.1,0,0
Christmas Island,2009-05-01,0.1,0,0
Christmas Island,2009-04-01,0,0,0
Christmas Island,2009-03-01,0.1,0,0
Christmas Island,2009-02-01,0,0,0
Christmas Island,2009-01-01,0.1,0,0
Christmas Island,2008-12-01,1.1,0,0
Christmas Island,2008-11-01,0,0,0.1
Christmas Island,2008-10-01,0.1,0,0
Christmas Island,2008-09-01,0,0,0
Christmas Island,2008-08-01,0,0,0
Christmas Island,2008-07-01,0,0,0
Christmas Island,2008-06-01,0,0,0
Christmas Island,2008-05-01,0.1,0,0
Christmas Island,2008-04-01,0,0,0
Christmas Island,2008-03-01,0,0,0
Christmas Island,2008-02-01,0,0,0
Christmas Island,2008-01-01,0,0,0.1
Christmas Island,2007-12-01,0.1,0,0
Christmas Island,2007-11-01,0,0,0.1
Christmas Island,2007-10-01,0,0,0
Christmas Island,2007-09-01,0,0,0
Christmas Island,2007-08-01,0,0.1,0.2
Christmas Island,2007-07-01,0,0.1,0
Christmas Island,2007-06-01,0.1,0,0
Christmas Island,2007-05-01,0.1,0,0
Christmas Island,2007-04-01,0.1,0,0
Christmas Island,2007-03-01,0,0,0
Christmas Island,2007-02-01,0,0,0
Christmas Island,2007-01-01,0,0,0
Christmas Island,2006-12-01,0.1,0,0
Christmas Island,2006-11-01,0,0.1,0
Christmas Island,2006-10-01,0,0,1.2
Christmas Island,2006-09-01,0.1,0,0
Christmas Island,2006-08-01,0,0.3,0
Christmas Island,2006-07-01,0.1,0,0
Christmas Island,2006-06-01,0.1,0.1,0
Christmas Island,2006-05-01,0.1,0,0
Christmas Island,2006-04-01,0,0,0.5
Christmas Island,2006-03-01,0.1,0.3,0
Christmas Island,2006-02-01,0.1,0,0
Christmas Island,2006-01-01,0.1,0,0
Christmas Island,2005-12-01,0.1,0,0
Christmas Island,2005-11-01,0.2,0.4,0
Christmas Island,2005-10-01,0.6,1.4,0
Christmas Island,2005-09-01,0.1,0,0
Christmas Island,2005-08-01,1.3,0,0
Christmas Island,2005-07-01,0.3,0,0
Christmas Island,2005-06-01,2.2,0.2,0
Christmas Island,2005-05-01,0.1,1.5,0
Christmas Island,2005-04-01,0.7,0.3,0
Christmas Island,2005-03-01,1.6,0.2,0
Christmas Island,2005-02-01,0.1,0,0
Christmas Island,2005-01-01,0.1,0.3,0
Christmas Island,2004-12-01,0,0,0
Christmas Island,2004-11-01,0,0,0
Christmas Island,2004-10-01,0,0.7,0
Christmas Island,2004-09-01,0,0,0
Christmas Island,2004-08-01,0,0.1,0
Christmas Island,2004-07-01,0,0.3,0
Christmas Island,2004-06-01,0.1,1.1,0
Christmas Island,2004-05-01,0,0.2,0
Christmas Island,2004-04-01,0.1,0,0
Christmas Island,2004-03-01,0,0,0
Christmas Island,2004-02-01,0,0.2,0
Christmas Island,2004-01-01,0.1,0,0
Christmas Island,2003-12-01,0.1,0,0
Christmas Island,2003-11-01,0.3,0.2,0
Christmas Island,2003-10-01,0,0,0
Christmas Island,2003-09-01,0.1,0.2,0
Christmas Island,2003-08-01,0.9,0,0
Christmas Island,2003-07-01,0,0.2,0
Christmas Island,2003-06-01,0.2,0,0
Christmas Island,2003-05-01,1,0,0
Christmas Island,2003-04-01,0.1,0,0
Christmas Island,2003-03-01,0.3,0,0
Christmas Island,2003-02-01,0.6,0,0
Christmas Island,2003-01-01,1.5,0,0
Hong Kong,2025-01-01,4719.1,1866.1,696
